state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density,cases_2022,cases_percentage_2022,cases_2021,cases_percentage_2021,cases_2020,cases_percentage_2020,pov_percentage
Kansas,Meade,4054,3989,3897,406,602,1026,586,15.5,23.0,39.2,22.4,379.0,81.21522368128198,1.6692632984642777,2.782105497440462,0.7344758513242822,0.1112842198976185,2.47,1.68204734283425,1221.0,31.331793687451885,517.0,12.960641764853348,223.0,5.5007400098667985,9.501128102281275
Arizona,Gila,53351,53521,53922,5131,11192,15587,7382,13.1,28.5,39.7,18.8,8900.0,69.38143265292072,0.9655433547898524,17.374617052769267,1.2598533613300746,0.3166844514818767,2.42,4.33330667751936,17398.0,32.26512369719224,6937.0,12.961267539844174,2302.0,4.3148207156379454,16.628986752863362
Tennessee,Fentress,18533,18837,19332,2607,5245,3243,2106,19.7,39.7,24.6,16.0,3692.0,95.30915731802766,0.4226454474302113,2.290633968171145,0.4122097573702061,0.0730498304200365,2.41,13.9337443178748,5722.0,29.598593006414237,2442.0,12.963847746456441,1054.0,5.687152646630335,19.599723947550036
Minnesota,Wilkin,6482,6410,6350,266,1549,1691,1010,5.9,34.3,37.4,22.4,621.0,91.94729136163984,1.2005856515373352,3.4553440702781844,0.629575402635432,0.0732064421669106,2.19,3.26104857150055,1662.0,26.173228346456696,831.0,12.964118564742591,230.0,3.5482875655661834,9.68798751950078
Wisconsin,Jackson,21096,20899,20836,1411,6286,4788,2390,9.5,42.3,32.2,16.1,2497.0,85.97652177854326,2.601640756016861,7.86837692063636,0.7886506821375153,0.099714454063364,2.39,8.0199323407595,5736.0,27.52927625263966,2710.0,12.967127613761424,1129.0,5.351725445582101,11.947940092827409
Oklahoma,Bryan,46327,47187,48182,3938,9903,9471,7244,12.9,32.4,31.0,23.7,7600.0,70.10690474365852,2.9580810790098857,21.52846961452985,0.8947045750632232,0.1206989041305847,2.61,19.5328713830096,13672.0,28.375741978332158,6124.0,12.978150761862379,2191.0,4.729423446370367,16.106130925890604
Texas,Crosby,5093,5085,4998,788,1286,876,500,22.8,37.3,25.4,14.5,1173.0,67.10636166304892,3.389547503756887,1.8533978961429287,0.6845884120888295,0.2337618968108198,2.83,2.51382859533624,1894.0,37.895158063225296,660.0,12.979351032448378,159.0,3.121932063616729,23.06784660766962
Kansas,Ellis,28943,28897,28941,1062,4888,5188,6660,6.0,27.5,29.1,37.4,3480.0,88.39993475778829,2.1399445441200458,1.7126080574131464,1.676724840972109,0.4208122655358017,2.39,12.3899378381013,7165.0,24.757264780069796,3752.0,12.984046786863686,1820.0,6.288221677089452,12.042772606152887
Kansas,Cherokee,19297,19208,19088,1569,4311,4931,2642,11.7,32.0,36.7,19.6,2808.0,85.93602566521984,1.2596716361577656,9.59615021702208,0.6274768824306473,0.2406114361200226,2.5,13.3599158092552,6158.0,32.261106454316845,2494.0,12.98417326114119,928.0,4.8090376742498835,14.618908788004997
Tennessee,Lauderdale,25120,24922,24793,3550,8098,4145,1606,20.4,46.5,23.8,9.2,4943.0,61.151215805471125,33.48024316109422,2.420212765957447,0.60790273556231,0.1557750759878419,2.41,21.512788692286,7764.0,31.3152906062195,3237.0,12.988524195489928,1815.0,7.22531847133758,19.83388171093813
Texas,Stonewall,1245,1208,1182,124,306,251,117,15.5,38.3,31.5,14.7,185.0,82.71604938271605,2.977487291212781,2.396514161220044,0.6535947712418301,0.5083514887436456,2.29,0.583590685589275,362.0,30.62605752961083,157.0,12.996688741721854,23.0,1.8473895582329318,15.314569536423841
Nebraska,Scotts Bluff,36036,35828,35603,2578,6881,8702,6063,10.6,28.4,35.9,25.0,4773.0,79.92849463709778,1.2425931944895867,3.575268145110883,1.0875815686176464,0.1750131259844488,2.43,18.9313308782629,9433.0,26.49495829003174,4660.0,13.00658702690633,2246.0,6.2326562326562325,13.32198280674333
Michigan,Huron,31371,31354,31248,2103,9780,7639,3778,9.0,42.0,32.8,16.2,3655.0,94.79946977403742,0.6473689077961713,1.4211288880668331,0.7367674712537378,0.0585714726101297,2.23,14.5671910836676,8138.0,26.04326676907322,4079.0,13.00950436945844,447.0,1.4248828535908962,11.657204822351215
Texas,Moore,21264,21122,20996,4126,3914,2880,1624,32.9,31.2,23.0,12.9,2486.0,52.192268959640565,3.2225579053373616,3.985591447827097,4.148268649779223,0.0735920675497714,3.26,9.35582042731036,5604.0,26.690798247285198,2748.0,13.01013161632421,1486.0,6.988337095560572,11.769718776631
New Mexico,Cibola,27102,27238,26950,3343,5933,6232,2876,18.2,32.3,33.9,15.6,6514.0,36.770484881946025,1.441979799292001,41.88886362898249,1.078237147218343,0.2175960507940632,2.84,2.29433925414903,8048.0,29.86270871985158,3545.0,13.01490564652324,1295.0,4.77824514795956,23.915118584330713
Mississippi,Winston,17683,17608,17543,1775,4482,4176,1965,14.3,36.2,33.7,15.8,3810.0,50.72591774772288,46.09439690863925,1.6947281258625448,0.4085012420645874,0.0552028705492685,2.42,11.6723759768565,5231.0,29.8181610898934,2292.0,13.016810540663334,993.0,5.6155629700842615,21.637891867333032
North Carolina,Duplin,48657,48606,48990,6863,10695,10958,5254,20.3,31.7,32.4,15.6,9204.0,55.5954943872059,23.635245271413197,2.1451637705674305,0.5862678763647547,0.0807319698600645,2.69,27.9893416461902,16909.0,34.51520718513982,6328.0,13.01896885158211,3012.0,6.190270670201616,18.93593383532897
Alabama,Perry,8458,8317,8035,1188,2229,1092,1051,21.4,40.1,19.6,18.9,2591.0,28.65001146000458,69.3330277332111,0.6990602796241119,0.4698601879440752,0.137520055008022,2.82,5.08932713103056,2096.0,26.08587429993777,1083.0,13.02152218347962,634.0,7.495861905887917,31.15305999759529
Oklahoma,Jefferson,5325,5396,5389,610,1555,965,562,16.5,42.1,26.1,15.2,1293.0,79.915611814346,1.4177215189873418,11.527426160337551,0.8945147679324894,0.3881856540084388,2.56,3.1663327134587,1339.0,24.846910372982002,703.0,13.028169014084506,116.0,2.1784037558685445,23.962194217939214
Mississippi,Issaquena,1325,1297,1273,380,357,160,42,40.5,38.0,17.0,4.5,436.0,39.812814974802016,55.65154787616991,1.2239020878329734,0.8639308855291578,0.5039596832253419,2.17,1.24137336302149,262.0,20.581304006284366,169.0,13.030069390902083,108.0,8.150943396226415,33.61603700848111
North Dakota,Cass,184874,189293,192734,5512,21855,40283,48501,4.7,18.8,34.7,41.8,19208.0,82.43783806017728,7.7807827571314,3.1003845916541555,3.899903337926496,0.1264833515003187,2.28,38.1081885053288,59940.0,31.099857835151035,24671.0,13.033234192495232,12950.0,7.0047708168806855,10.14723206880339
Alabama,Jackson,52545,52694,52891,6627,14431,10579,6072,17.6,38.3,28.1,16.1,9851.0,87.0094554244277,3.8763685482724295,5.61637992321911,0.6291767382340395,0.0657614104933883,2.49,18.6584828351285,15049.0,28.45285587340001,6870.0,13.03753748054807,2644.0,5.031877438386145,18.6947280525297
South Dakota,Day,5442,5435,5479,314,1487,1278,828,8.0,38.1,32.7,21.2,765.0,84.90532959326788,0.455820476858345,11.58835904628331,0.8064516129032258,0.2103786816269284,2.06,2.06698081358846,1295.0,23.635699945245484,709.0,13.045078196872126,247.0,4.538772510106578,14.075436982520701
Wisconsin,Shawano,40873,40812,40886,2197,12741,9468,4787,7.5,43.6,32.4,16.4,3916.0,85.1835460728594,0.887449920804994,10.952203484580266,0.5986210751886705,0.0512438274480573,2.37,17.7264037672883,11994.0,29.335224771315367,5325.0,13.047633049103204,3263.0,7.98326523621951,9.59521709301186
Arkansas,Lawrence,16212,16316,16205,1668,4271,3398,1631,15.2,38.9,31.0,14.9,3193.0,92.87732517070872,1.6129032258064515,2.825523899222981,0.335530963032729,0.141276194961149,2.47,10.9528948256261,5324.0,32.85405738969454,2131.0,13.060799215493994,998.0,6.15593387614113,19.5697474871292
Louisiana,Iberville,30058,29713,29506,4384,8640,5317,3403,20.2,39.7,24.5,15.7,5927.0,50.299172501591336,43.69828134945895,1.1139401654996817,0.7415658816040739,0.1304901336728198,2.7,20.5686574715065,9023.0,30.580220972005694,3881.0,13.061622858681385,1640.0,5.456118171535032,19.947497728267088
Illinois,Peoria,181322,179764,178383,9588,33607,39020,40342,7.8,27.4,31.8,32.9,28357.0,68.79661898167929,19.972099392055014,1.7327204122289084,4.656106990080356,0.0967770164881268,2.43,115.120101251918,47902.0,26.853455766524835,23489.0,13.066576177655149,6630.0,3.656478529908119,15.774571104336795
Arkansas,Monroe,6774,6660,6564,1030,2007,1169,655,21.2,41.3,24.0,13.5,1667.0,53.49823321554771,40.62190812720848,2.402826855123675,0.4664310954063604,0.1837455830388692,2.16,4.60991267149704,1936.0,29.49421084704448,871.0,13.078078078078079,261.0,3.8529672276350757,25.03003003003003
New York,Suffolk,1521950,1533118,1525465,102304,274855,279776,407900,9.6,25.8,26.3,38.3,95569.0,68.54552827449082,8.359267323647874,1.599384957136079,4.707539507466254,0.105063876696511,2.99,630.068153353716,444799.0,29.158256662722515,200548.0,13.081054426339003,52493.0,3.449062058543316,6.233636288922314
Tennessee,Gibson,50436,50537,50837,4420,13711,9896,6239,12.9,40.0,28.9,18.2,6592.0,76.55005985520741,18.520911319284775,1.6398426663119692,0.6403557109468524,0.114009918862941,2.5,31.5001698812009,17453.0,34.33129413616067,6613.0,13.085462136652353,2577.0,5.109445634070902,13.043908423531276
Michigan,Jackson,160225,160266,160066,9178,38277,39530,25413,8.2,34.1,35.2,22.6,18075.0,83.64122409194114,9.493541590058776,2.386080419315111,1.3126944381212535,0.0712088579149812,2.42,87.417531936469,45532.0,28.44576612147489,20973.0,13.086368911684323,4816.0,3.0057731315337803,11.278125116993
North Dakota,LaMoure,4101,4095,4098,343,867,1041,685,11.7,29.5,35.5,23.3,436.0,95.67089213106912,0.6696962449174839,1.7220760583592445,0.2391772303276728,0.2152595072949055,2.22,1.38141359058781,1015.0,24.768179599804782,536.0,13.08913308913309,281.0,6.851987320165813,10.647130647130647
North Dakota,Sargent,3836,3819,3795,170,952,1095,555,6.1,34.3,39.5,20.0,340.0,92.91903936617976,1.757860856647685,1.5845506313443922,1.4855162168853675,0.2723446397623174,2.1,1.7463308225589,1031.0,27.167325428194992,500.0,13.092432573972243,197.0,5.13555787278415,8.902854150301126
Colorado,Fremont,48878,49234,49621,3916,15356,11607,7059,10.3,40.5,30.6,18.6,6608.0,82.35529322162985,4.05940594059406,4.061309977151561,1.011043412033511,0.2132520944402132,2.12,11.8373137641951,15481.0,31.19848451260555,6448.0,13.096640532965024,1460.0,2.987028929170588,13.42161920623959
Virginia,Radford city,16119,16542,16738,581,1492,2378,3022,7.8,20.0,31.8,40.4,3456.0,77.04889098076131,14.779078660940163,1.7767841383773606,1.9121021356710008,0.147084779667,2.68,703.46230740824,5018.0,29.97968693989724,2167.0,13.099987909563534,1025.0,6.3589552701780505,20.89227421109902
North Dakota,Traill,7988,7990,7958,311,1369,2116,1657,5.7,25.1,38.8,30.4,761.0,92.49342577097777,1.1475017929715514,2.522113315802056,0.5737508964857757,0.2271097298589529,2.28,3.59203720578654,2205.0,27.70796682583564,1047.0,13.103879849812266,531.0,6.6474712068102155,9.524405506883603
Iowa,Ida,7019,6974,6888,347,1866,1580,905,7.4,39.7,33.6,19.3,735.0,95.07081366287142,0.7220216606498195,0.8192168841988337,0.5970563732296584,0.2915856706470425,2.26,6.18826150518318,1831.0,26.58246225319396,914.0,13.105821623171781,378.0,5.3853825331243765,10.53914539718956
South Carolina,Florence,136811,136439,136721,12731,30457,27158,22558,13.7,32.8,29.2,24.3,25173.0,52.09113476669332,41.638967195411006,1.4642150881474314,1.9621043183125064,0.0925653216644927,2.6,66.8307417704068,41861.0,30.617827546609515,17882.0,13.106223293926222,6045.0,4.41850436002953,18.450003298177204
Texas,Runnels,9919,9886,9859,1147,2424,2052,1203,16.8,35.5,30.1,17.6,1509.0,77.33249843456481,2.254226675015654,2.3078987387065037,0.5814473566508632,0.3846497897844172,2.69,3.78729532505107,2393.0,24.27223856374886,1296.0,13.10944770382359,321.0,3.236213327956447,15.264009710702004
North Dakota,McLean,9756,9794,9824,538,2258,2735,1503,7.6,32.1,38.9,21.4,1021.0,86.1404538341158,1.2128325508607198,10.416666666666668,0.8900625978090767,0.176056338028169,2.18,1.75786114272634,2737.0,27.860342019543978,1284.0,13.110067388196855,809.0,8.292332923329234,10.424749846845009
Kentucky,Elliott,7333,7375,7293,1369,2545,1096,492,24.9,46.3,19.9,8.9,1697.0,93.73996789727128,3.5446762974852866,1.0834670947030496,0.4414125200642054,0.0535045478865703,2.39,12.3862528359341,2594.0,35.56835321541204,967.0,13.111864406779661,449.0,6.123005591163235,23.010169491525424
North Dakota,Barnes,10847,10812,10758,392,2344,2624,2216,5.2,30.9,34.6,29.3,1149.0,92.20744680851064,2.25177304964539,2.393617021276596,1.179078014184397,0.1950354609929078,2.02,2.80499578011216,3024.0,28.10931399888455,1418.0,13.115057343692193,649.0,5.983221167142989,10.627081021087681
Kansas,Brown,9482,9453,9364,418,2446,2343,1228,6.5,38.0,36.4,19.1,1311.0,82.03687272010254,2.484472049689441,11.673075027112294,0.8774524302474613,0.2563344178251011,2.44,6.53613304678648,2735.0,29.20760358821017,1241.0,13.128107479107163,450.0,4.745834212191521,13.86861313868613
Illinois,Tazewell,131073,130563,129911,6260,28037,32519,25557,6.8,30.4,35.2,27.7,11918.0,92.26435913816134,2.1299146291886872,2.001422846855218,1.2863697078808294,0.1146988791451303,2.4,79.9487732470222,37644.0,28.976761013309112,17141.0,13.128527990318851,4460.0,3.402684000518795,9.128160351707605
Arkansas,Howard,12755,12676,12557,1028,3596,2753,1227,11.9,41.8,32.0,14.3,2245.0,65.20141134960305,20.82475742428697,3.116730373419583,0.7865333725374889,0.1837694795648338,2.59,8.78324092031978,3763.0,29.96734888906586,1665.0,13.135058378037238,709.0,5.5586044688357505,17.71063426948564
Minnesota,Murray,8172,8145,8060,578,2116,1909,1243,9.9,36.2,32.7,21.3,698.0,92.44254915896708,0.7936507936507936,1.1490168206586115,1.5162283819000235,0.0829187396351575,2.22,4.57682632561572,2043.0,25.34739454094293,1070.0,13.136893799877225,401.0,4.90699951052374,8.569674647022714
South Dakota,Miner,2310,2329,2304,178,703,471,282,10.9,43.0,28.8,17.3,245.0,94.18410041841004,1.380753138075314,1.6317991631799162,0.502092050209205,0.209205020920502,2.25,1.50941189725514,457.0,19.835069444444446,306.0,13.138686131386862,169.0,7.316017316017316,10.51953628166595
Illinois,Whiteside,55553,55342,54658,3399,14889,13608,7398,8.7,37.9,34.6,18.8,7181.0,86.35797859098831,2.593975603684341,1.8338727076591157,0.8314662683594722,0.0829806655049373,2.37,31.8233340577022,15768.0,28.848475977898936,7272.0,13.140110585089083,2824.0,5.083433837956546,12.975678508185466
Texas,Jones,19678,19809,19935,2815,5655,4347,1771,19.3,38.8,29.8,12.1,2929.0,67.68608261974217,10.28982779712054,1.952573633198457,0.7433894796273642,0.1740848781405853,2.26,8.27073522051882,4643.0,23.290694757963383,2603.0,13.140491695693877,1575.0,8.003862181115966,14.786208289161493
Oklahoma,Atoka,14154,14252,14262,1610,4114,2702,1447,16.3,41.7,27.4,14.7,2313.0,69.37622945618376,4.911479154768704,22.3491338282886,0.6282124500285551,0.0824925439431436,2.33,5.49121113491028,3911.0,27.42252138549993,1873.0,13.142015155767611,579.0,4.090716405256464,16.22930115071569
Oklahoma,Beckham,22342,22044,22009,2257,5938,4820,2237,14.8,38.9,31.6,14.7,3688.0,79.16028955532575,5.9358841778697,7.114788004136504,0.8314374353671148,0.1034126163391934,2.75,9.6849110416624,5983.0,27.184333681675675,2898.0,13.146434403919432,1043.0,4.668337660012532,16.73017601161314
Iowa,Lyon,11927,12061,12179,482,3114,2610,1486,6.3,40.5,33.9,19.3,812.0,94.35129415594986,0.8790493244343155,0.9685821259970698,0.4313853166205437,0.3906885886374735,2.55,7.73255243940423,2747.0,22.555217998193612,1586.0,13.149821739490921,763.0,6.397249937117465,6.7324434126523505
Iowa,Clay,16335,16428,16475,512,3803,4248,2683,4.6,33.8,37.8,23.9,1521.0,92.9090909090909,1.1730205278592376,1.3431085043988271,1.002932551319648,0.064516129032258,2.18,11.1037790713866,4120.0,25.007587253414265,2161.0,13.154370586803019,852.0,5.215794306703398,9.258582907231556
Indiana,Fountain,16483,16466,16574,1398,5045,3565,1500,12.1,43.8,31.0,13.0,1726.0,93.72564982264348,1.011804384485666,2.110833284875269,0.4942722567889748,0.1453741931732279,2.32,16.087524125236,5491.0,33.13020393387233,2166.0,13.154378719786225,553.0,3.354971789116059,10.482205757318109
South Carolina,Marlboro,26481,26265,26039,3899,9239,4574,1540,20.3,48.0,23.8,8.0,5752.0,42.16035394410273,50.09172331930506,6.111290960756807,0.4676090788101147,0.0719398582784792,2.52,21.8293627797478,7880.0,30.262298859403202,3455.0,13.154387968779746,1251.0,4.7241418375438995,21.899866742813632
Louisiana,Bienville,12918,12800,12641,1245,4427,2406,1154,13.5,48.0,26.1,12.5,3242.0,54.99228565131144,41.14319300565719,1.858790684005584,0.4775549188156638,0.1542869737712144,2.26,6.50483155929996,3992.0,31.57978008068982,1684.0,13.15625,682.0,5.279455023997523,25.328125
Oklahoma,Coal,5284,5319,5313,543,1533,887,629,15.1,42.7,24.7,17.5,980.0,68.21835231078366,1.724715338245144,26.65773610180844,0.8707300736771602,0.1841929002009377,2.48,4.19817443094779,1672.0,31.469979296066253,700.0,13.160368490317728,207.0,3.917486752460257,18.42451588644482
Indiana,White,24668,24662,24598,1840,6745,5380,2985,10.9,39.8,31.7,17.6,2426.0,87.93136320305052,1.0791229742612012,2.1544327931363205,0.6291706387035272,0.1220209723546234,2.45,18.5106626289579,6934.0,28.18928368160013,3246.0,13.16194955802449,922.0,3.7376358034700825,9.836996188468088
Indiana,Clinton,33174,33025,32843,2840,9771,5712,3218,13.2,45.4,26.5,14.9,3352.0,81.90173796791443,1.1447192513368984,1.868872549019608,0.4651292335115864,0.1392602495543672,2.64,30.7886840105202,9259.0,28.191699905611543,4347.0,13.162755488266464,1375.0,4.144812202327124,10.14988644965935
Louisiana,Pointe Coupee,20670,20323,20151,2757,5424,4213,2225,18.9,37.1,28.8,15.2,3817.0,60.48518020316342,34.80680922120692,1.0019017579665106,0.5380583515005334,0.120599285681154,2.46,15.3534766850039,6297.0,31.249069525085606,2676.0,13.167347340451704,1236.0,5.979680696661829,18.78167593367121
Oklahoma,Marshall,15340,15546,15882,1974,3903,2993,1670,18.7,37.0,28.4,15.8,2290.0,69.66207177339615,1.9775490025010176,15.302739487000524,0.6630605478974001,0.0872448089338684,2.58,17.0169428106233,4603.0,28.98249590731646,2047.0,13.167374244178568,457.0,2.9791395045632334,14.730477293194392
New York,Nassau,1390559,1391112,1383726,80511,211529,217573,460743,8.3,21.8,22.4,47.5,83489.0,60.34626822464341,11.556463498078848,1.0348570977419864,11.905626611926944,0.1098742039054687,3.0,1840.44398406769,425386.0,30.74206887779806,183212.0,13.17018327783816,53271.0,3.830905412859145,6.001601596420706
Illinois,Douglas,19758,19740,19755,2118,4501,4012,2511,16.1,34.2,30.5,19.1,1783.0,90.55735799719142,0.9394218197665972,1.7529417461624133,0.7941504043387729,0.1404290349135635,2.56,18.2679699564377,6609.0,33.454821564160966,2601.0,13.17629179331307,1078.0,5.456017815568377,9.032421479229988
Wisconsin,Kewaunee,20550,20577,20623,888,5753,5173,2814,6.1,39.3,35.4,19.2,1567.0,93.12643786093244,0.6807831353584676,1.6573548053899243,0.5821869571341377,0.0798159538006479,2.45,22.9550226614442,5927.0,28.739756582456483,2712.0,13.17976381396705,1427.0,6.9440389294403895,7.615298634397629
New Mexico,Luna,25447,25486,25749,4742,5783,3759,1954,29.2,35.6,23.1,12.0,6882.0,59.50509005481598,1.475332811276429,2.546593578700078,0.9553641346906812,0.1785434612372748,2.64,3.15939771804422,6725.0,26.117519126956385,3360.0,13.183708702817231,1495.0,5.874955790466459,27.003060503806008
